alert_id,transaction_id,account_id,customer_id,rule_id,rule_name,alert_timestamp,transaction_timestamp,alert_severity,risk_points,reason,evidence_json,investigation_status,synthetic_data_flag
AML-95C35021BB9BA75F,TXN-000001261,ACC-0000087,CUST-000044,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-10-04T17:58:26,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""Online Banking"",""configured_high_risk_category"":false,""configured_high_risk_channel"":true,""historical_channels"":[""ATM"",""Branch"",""Mobile App"",""Online Banking"",""POS""],""historical_merchant_categories"":[""Cash Services"",""Crypto Exchange"",""Electronics"",""Entertainment"",""Grocery"",""Money Transfer"",""Travel"",""Utilities""],""merchant_category"":""Grocery"",""novel_pattern"":false}",open,True
AML-1801247E4534FA76,TXN-000001410,ACC-0000098,CUST-000049,AML004,High-risk geography,2026-01-01T00:00:00,2025-10-04T19:26:42,medium,18,Transaction matched the synthetic geography condition: illustrative configured list.,"{""configured_geography_classification"":""illustrative configured list"",""cross_border_indicator"":true,""customer_country"":""IE"",""ip_country"":""IE"",""merchant_country"":""TR""}",open,True
AML-BED291B08237EC97,TXN-000001410,ACC-0000098,CUST-000049,AML005,Unusual cross-border activity,2026-01-01T00:00:00,2025-10-04T19:26:42,medium,20,Cross-border activity reached ratio 1.00 with 5 prior cross-border events in the window.,"{""count_threshold"":5,""current_cross_border_ratio"":1.0,""current_merchant_country"":""TR"",""distinct_prior_countries"":4,""historical_customer_geography"":[""CA"",""DE"",""ES"",""NL""],""prior_cross_border_count"":5,""ratio_threshold"":0.9,""window_days"":30}",open,True
AML-AB979D91D251EBF2,TXN-000001410,ACC-0000098,CUST-000049,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-10-04T19:26:42,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""ATM"",""configured_high_risk_category"":false,""configured_high_risk_channel"":true,""historical_channels"":[""ATM"",""Branch"",""Mobile App"",""Online Banking"",""POS""],""historical_merchant_categories"":[""Cash Services"",""Electronics"",""Entertainment"",""Grocery"",""Money Transfer"",""Travel"",""Utilities""],""merchant_category"":""Electronics"",""novel_pattern"":false}",open,True
AML-E90E968FB787C877,TXN-000000929,ACC-0000063,CUST-000035,AML005,Unusual cross-border activity,2026-01-01T00:00:00,2025-10-04T21:10:56,medium,20,Cross-border activity reached ratio 1.00 with 4 prior cross-border events in the window.,"{""count_threshold"":5,""current_cross_border_ratio"":1.0,""current_merchant_country"":""FR"",""distinct_prior_countries"":4,""historical_customer_geography"":[""BR"",""DE"",""GB"",""TR""],""prior_cross_border_count"":4,""ratio_threshold"":0.9,""window_days"":30}",open,True
AML-05D252713986A41A,TXN-000000929,ACC-0000063,CUST-000035,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-10-04T21:10:56,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""ATM"",""configured_high_risk_category"":false,""configured_high_risk_channel"":true,""historical_channels"":[""ATM"",""Branch"",""Mobile App"",""Online Banking"",""POS""],""historical_merchant_categories"":[""Cash Services"",""Crypto Exchange"",""Electronics"",""Entertainment"",""Grocery"",""Money Transfer"",""Travel"",""Utilities""],""merchant_category"":""Electronics"",""novel_pattern"":false}",open,True
AML-E6549F261E275C0D,TXN-000001021,ACC-0000069,CUST-000037,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-10-05T02:51:45,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""POS"",""configured_high_risk_category"":true,""configured_high_risk_channel"":false,""historical_channels"":[""ATM"",""Branch"",""Mobile App"",""Online Banking"",""POS""],""historical_merchant_categories"":[""Cash Services"",""Crypto Exchange"",""Electronics"",""Entertainment"",""Grocery"",""Money Transfer"",""Travel"",""Utilities""],""merchant_category"":""Crypto Exchange"",""novel_pattern"":false}",open,True
AML-E3980259EE3410CD,TXN-000000870,ACC-0000059,CUST-000034,AML004,High-risk geography,2026-01-01T00:00:00,2025-10-05T07:25:08,medium,18,Transaction matched the synthetic geography condition: illustrative configured list.,"{""configured_geography_classification"":""illustrative configured list"",""cross_border_indicator"":true,""customer_country"":""IE"",""ip_country"":""IE"",""merchant_country"":""BR""}",open,True
AML-9FC0CB605DAA4B07,TXN-000000870,ACC-0000059,CUST-000034,AML005,Unusual cross-border activity,2026-01-01T00:00:00,2025-10-05T07:25:08,medium,20,Cross-border activity reached ratio 1.00 with 4 prior cross-border events in the window.,"{""count_threshold"":5,""current_cross_border_ratio"":1.0,""current_merchant_country"":""BR"",""distinct_prior_countries"":3,""historical_customer_geography"":[""CA"",""TR"",""ZA""],""prior_cross_border_count"":4,""ratio_threshold"":0.9,""window_days"":30}",open,True
AML-A24827BE4C874847,TXN-000000870,ACC-0000059,CUST-000034,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-10-05T07:25:08,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""Online Banking"",""configured_high_risk_category"":true,""configured_high_risk_channel"":true,""historical_channels"":[""ATM"",""Branch"",""Mobile App"",""Online Banking"",""POS""],""historical_merchant_categories"":[""Cash Services"",""Crypto Exchange"",""Electronics"",""Entertainment"",""Grocery"",""Money Transfer"",""Travel"",""Utilities""],""merchant_category"":""Cash Services"",""novel_pattern"":false}",open,True
AML-28B29F5CFFD16CED,TXN-000000667,ACC-0000045,CUST-000026,AML004,High-risk geography,2026-01-01T00:00:00,2025-10-05T09:21:36,medium,18,Transaction matched the synthetic geography condition: illustrative configured list.,"{""configured_geography_classification"":""illustrative configured list"",""cross_border_indicator"":true,""customer_country"":""GB"",""ip_country"":""GB"",""merchant_country"":""BR""}",open,True
AML-CF0C6267D8C7F5EB,TXN-000000667,ACC-0000045,CUST-000026,AML005,Unusual cross-border activity,2026-01-01T00:00:00,2025-10-05T09:21:36,medium,20,Cross-border activity reached ratio 1.00 with 3 prior cross-border events in the window.,"{""count_threshold"":5,""current_cross_border_ratio"":1.0,""current_merchant_country"":""BR"",""distinct_prior_countries"":3,""historical_customer_geography"":[""FR"",""NL"",""SG""],""prior_cross_border_count"":3,""ratio_threshold"":0.9,""window_days"":30}",open,True
AML-7F7AD798D49E098C,TXN-000000667,ACC-0000045,CUST-000026,AML009,"KYC, PEP, sanctions, or watchlist exposure",2026-01-01T00:00:00,2025-10-05T09:21:36,high,32,Synthetic customer due-diligence or watchlist indicators require review.,"{""aml_watchlist_flag"":1,""customer_id"":""CUST-000026"",""kyc_status"":""Verified"",""pep_flag"":false,""sanctions_screening_status"":""Clear""}",open,True
AML-70BD414FC14F452E,TXN-000000667,ACC-0000045,CUST-000026,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-10-05T09:21:36,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""Mobile App"",""configured_high_risk_category"":true,""configured_high_risk_channel"":false,""historical_channels"":[""ATM"",""Branch"",""Mobile App"",""Online Banking"",""POS""],""historical_merchant_categories"":[""Cash Services"",""Electronics"",""Entertainment"",""Grocery"",""Money Transfer"",""Travel"",""Utilities""],""merchant_category"":""Crypto Exchange"",""novel_pattern"":false}",open,True
AML-8A1896D556D3612B,TXN-000000186,ACC-0000013,CUST-000010,AML005,Unusual cross-border activity,2026-01-01T00:00:00,2025-10-05T11:29:00,medium,20,Cross-border activity reached ratio 1.00 with 2 prior cross-border events in the window.,"{""count_threshold"":5,""current_cross_border_ratio"":1.0,""current_merchant_country"":""IE"",""distinct_prior_countries"":2,""historical_customer_geography"":[""BR"",""SG""],""prior_cross_border_count"":2,""ratio_threshold"":0.9,""window_days"":30}",open,True
AML-41C56C58FD77933B,TXN-000000186,ACC-0000013,CUST-000010,AML008,Device or session risk,2026-01-01T00:00:00,2025-10-05T11:29:00,medium,18,Device or session conditions observed: session risk.,"{""authentication_method"":""Password"",""device_id"":""DEV-000010-02"",""ip_country"":""AE"",""login_success"":true,""new_device_indicator"":0,""session_id"":""SES-00000038"",""session_risk_signal"":""Medium"",""unusual_ip_geography"":false}",open,True
AML-7481C902C00B0CC4,TXN-000000186,ACC-0000013,CUST-000010,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-10-05T11:29:00,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""Online Banking"",""configured_high_risk_category"":false,""configured_high_risk_channel"":true,""historical_channels"":[""ATM"",""Branch"",""Mobile App"",""Online Banking"",""POS""],""historical_merchant_categories"":[""Cash Services"",""Crypto Exchange"",""Electronics"",""Entertainment"",""Grocery"",""Money Transfer"",""Travel"",""Utilities""],""merchant_category"":""Grocery"",""novel_pattern"":false}",open,True
AML-D85B296B2C6ECA2A,TXN-000000467,ACC-0000031,CUST-000021,AML005,Unusual cross-border activity,2026-01-01T00:00:00,2025-10-05T12:27:07,medium,20,Cross-border activity reached ratio 1.00 with 3 prior cross-border events in the window.,"{""count_threshold"":5,""current_cross_border_ratio"":1.0,""current_merchant_country"":""NL"",""distinct_prior_countries"":3,""historical_customer_geography"":[""BR"",""SG"",""TR""],""prior_cross_border_count"":3,""ratio_threshold"":0.9,""window_days"":30}",open,True
AML-6B43B5A920BA0945,TXN-000000467,ACC-0000031,CUST-000021,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-10-05T12:27:07,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""Online Banking"",""configured_high_risk_category"":false,""configured_high_risk_channel"":true,""historical_channels"":[""ATM"",""Branch"",""Mobile App"",""Online Banking"",""POS""],""historical_merchant_categories"":[""Cash Services"",""Crypto Exchange"",""Electronics"",""Entertainment"",""Grocery"",""Money Transfer"",""Travel"",""Utilities""],""merchant_category"":""Travel"",""novel_pattern"":false}",open,True
AML-A1E9F35E380652A7,TXN-000001334,ACC-0000092,CUST-000046,AML005,Unusual cross-border activity,2026-01-01T00:00:00,2025-10-05T17:23:03,medium,20,Cross-border activity reached ratio 1.00 with 2 prior cross-border events in the window.,"{""count_threshold"":5,""current_cross_border_ratio"":1.0,""current_merchant_country"":""US"",""distinct_prior_countries"":2,""historical_customer_geography"":[""FR"",""TR""],""prior_cross_border_count"":2,""ratio_threshold"":0.9,""window_days"":30}",open,True
AML-8579A6969FB8EE22,TXN-000001334,ACC-0000092,CUST-000046,AML008,Device or session risk,2026-01-01T00:00:00,2025-10-05T17:23:03,medium,18,Device or session conditions observed: session risk.,"{""authentication_method"":""Password"",""device_id"":""DEV-000046-03"",""ip_country"":""SG"",""login_success"":true,""new_device_indicator"":0,""session_id"":""SES-00000183"",""session_risk_signal"":""Medium"",""unusual_ip_geography"":false}",open,True
AML-C9F8E3036C8D1F27,TXN-000001334,ACC-0000092,CUST-000046,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-10-05T17:23:03,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""ATM"",""configured_high_risk_category"":false,""configured_high_risk_channel"":true,""historical_channels"":[""ATM"",""Branch"",""Mobile App"",""Online Banking"",""POS""],""historical_merchant_categories"":[""Cash Services"",""Crypto Exchange"",""Entertainment"",""Grocery"",""Money Transfer"",""Travel"",""Utilities""],""merchant_category"":""Electronics"",""novel_pattern"":false}",open,True
AML-084418F124A68F1B,TXN-000000715,ACC-0000048,CUST-000028,AML005,Unusual cross-border activity,2026-01-01T00:00:00,2025-10-05T20:42:12,medium,20,Cross-border activity reached ratio 1.00 with 4 prior cross-border events in the window.,"{""count_threshold"":5,""current_cross_border_ratio"":1.0,""current_merchant_country"":""NL"",""distinct_prior_countries"":4,""historical_customer_geography"":[""DE"",""ES"",""FR"",""IE""],""prior_cross_border_count"":4,""ratio_threshold"":0.9,""window_days"":30}",open,True
AML-903555B4465BE228,TXN-000000715,ACC-0000048,CUST-000028,AML008,Device or session risk,2026-01-01T00:00:00,2025-10-05T20:42:12,medium,18,Device or session conditions observed: session risk.,"{""authentication_method"":""Password"",""device_id"":""DEV-000028-03"",""ip_country"":""GB"",""login_success"":true,""new_device_indicator"":0,""session_id"":""SES-00000111"",""session_risk_signal"":""Medium"",""unusual_ip_geography"":false}",open,True
AML-4D8EBBD47AB77A5D,TXN-000000512,ACC-0000034,CUST-000022,AML002,Structuring or smurfing,2026-01-01T00:00:00,2025-10-06T05:27:42,high,35,6 sub-threshold transactions totalled 302.25 within 720 hours.,"{""aggregate_threshold"":300.0,""cumulative_amount"":302.25,""reporting_threshold"":1000.0,""rolling_window_hours"":720,""transaction_count"":6}",open,True
AML-13C8008F432C09E1,TXN-000000512,ACC-0000034,CUST-000022,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-10-06T05:27:42,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""Online Banking"",""configured_high_risk_category"":true,""configured_high_risk_channel"":true,""historical_channels"":[""ATM"",""Branch"",""Mobile App"",""Online Banking"",""POS""],""historical_merchant_categories"":[""Cash Services"",""Crypto Exchange"",""Electronics"",""Entertainment"",""Grocery"",""Money Transfer"",""Travel"",""Utilities""],""merchant_category"":""Crypto Exchange"",""novel_pattern"":false}",open,True
AML-73A9E79EA1085689,TXN-000000062,ACC-0000005,CUST-000004,AML005,Unusual cross-border activity,2026-01-01T00:00:00,2025-10-06T12:11:23,medium,20,Cross-border activity reached ratio 0.88 with 6 prior cross-border events in the window.,"{""count_threshold"":5,""current_cross_border_ratio"":0.875,""current_merchant_country"":""CA"",""distinct_prior_countries"":6,""historical_customer_geography"":[""BR"",""CA"",""ES"",""FR"",""GB"",""IE""],""prior_cross_border_count"":6,""ratio_threshold"":0.9,""window_days"":30}",open,True
AML-3089E1E629E36C20,TXN-000000062,ACC-0000005,CUST-000004,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-10-06T12:11:23,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""ATM"",""configured_high_risk_category"":false,""configured_high_risk_channel"":true,""historical_channels"":[""ATM"",""Branch"",""Mobile App"",""Online Banking"",""POS""],""historical_merchant_categories"":[""Cash Services"",""Crypto Exchange"",""Electronics"",""Entertainment"",""Grocery"",""Money Transfer"",""Travel"",""Utilities""],""merchant_category"":""Electronics"",""novel_pattern"":false}",open,True
AML-88B1451C6388E767,TXN-000001316,ACC-0000091,CUST-000046,AML003,Rapid movement of funds,2026-01-01T00:00:00,2025-10-06T13:22:15,high,30,Material activity occurred 1199.20 minutes after the prior transaction.,"{""channel_change"":true,""configured_minimum_amount"":100.0,""configured_window_minutes"":1440.0,""country_change"":true,""current_amount"":149.96,""elapsed_minutes"":1199.2,""prior_amount"":21.97,""prior_transaction_timestamp"":""2025-10-05T17:23:03""}",open,True
AML-5B4E52A033203031,TXN-000001316,ACC-0000091,CUST-000046,AML005,Unusual cross-border activity,2026-01-01T00:00:00,2025-10-06T13:22:15,medium,20,Cross-border activity reached ratio 1.00 with 3 prior cross-border events in the window.,"{""count_threshold"":5,""current_cross_border_ratio"":1.0,""current_merchant_country"":""CA"",""distinct_prior_countries"":3,""historical_customer_geography"":[""FR"",""TR"",""US""],""prior_cross_border_count"":3,""ratio_threshold"":0.9,""window_days"":30}",open,True
AML-C2A240119877C97D,TXN-000001316,ACC-0000091,CUST-000046,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-10-06T13:22:15,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""POS"",""configured_high_risk_category"":true,""configured_high_risk_channel"":false,""historical_channels"":[""ATM"",""Branch"",""Mobile App"",""Online Banking"",""POS""],""historical_merchant_categories"":[""Cash Services"",""Crypto Exchange"",""Electronics"",""Entertainment"",""Grocery"",""Money Transfer"",""Travel"",""Utilities""],""merchant_category"":""Crypto Exchange"",""novel_pattern"":false}",open,True
AML-5D956DD274FC0D9A,TXN-000000635,ACC-0000043,CUST-000025,AML004,High-risk geography,2026-01-01T00:00:00,2025-10-06T18:56:18,medium,18,Transaction matched the synthetic geography condition: illustrative configured list.,"{""configured_geography_classification"":""illustrative configured list"",""cross_border_indicator"":true,""customer_country"":""IE"",""ip_country"":""IE"",""merchant_country"":""BR""}",open,True
AML-17EDCA65E285E542,TXN-000000635,ACC-0000043,CUST-000025,AML005,Unusual cross-border activity,2026-01-01T00:00:00,2025-10-06T18:56:18,medium,20,Cross-border activity reached ratio 1.00 with 3 prior cross-border events in the window.,"{""count_threshold"":5,""current_cross_border_ratio"":1.0,""current_merchant_country"":""BR"",""distinct_prior_countries"":3,""historical_customer_geography"":[""ES"",""NL"",""SG""],""prior_cross_border_count"":3,""ratio_threshold"":0.9,""window_days"":30}",open,True
AML-6A676365DFCD954F,TXN-000000333,ACC-0000022,CUST-000015,AML008,Device or session risk,2026-01-01T00:00:00,2025-10-07T00:48:02,medium,18,Device or session conditions observed: session risk.,"{""authentication_method"":""Password"",""device_id"":""DEV-000015-04"",""ip_country"":""SG"",""login_success"":true,""new_device_indicator"":0,""session_id"":""SES-00000060"",""session_risk_signal"":""Medium"",""unusual_ip_geography"":false}",open,True
AML-E38D7BB0B0ED4B24,TXN-000000333,ACC-0000022,CUST-000015,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-10-07T00:48:02,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""Mobile App"",""configured_high_risk_category"":true,""configured_high_risk_channel"":false,""historical_channels"":[""ATM"",""Branch"",""Mobile App"",""Online Banking"",""POS""],""historical_merchant_categories"":[""Cash Services"",""Crypto Exchange"",""Electronics"",""Entertainment"",""Grocery"",""Money Transfer"",""Travel""],""merchant_category"":""Cash Services"",""novel_pattern"":false}",open,True
AML-0C3E140931442DCE,TXN-000000633,ACC-0000043,CUST-000025,AML005,Unusual cross-border activity,2026-01-01T00:00:00,2025-10-07T05:24:50,medium,20,Cross-border activity reached ratio 1.00 with 3 prior cross-border events in the window.,"{""count_threshold"":5,""current_cross_border_ratio"":1.0,""current_merchant_country"":""ES"",""distinct_prior_countries"":3,""historical_customer_geography"":[""BR"",""NL"",""SG""],""prior_cross_border_count"":3,""ratio_threshold"":0.9,""window_days"":30}",open,True
AML-CE248B2DE2E5DE36,TXN-000001183,ACC-0000081,CUST-000042,AML004,High-risk geography,2026-01-01T00:00:00,2025-10-07T07:46:16,medium,18,Transaction matched the synthetic geography condition: illustrative configured list.,"{""configured_geography_classification"":""illustrative configured list"",""cross_border_indicator"":true,""customer_country"":""ES"",""ip_country"":""ES"",""merchant_country"":""ZA""}",open,True
AML-45D65C3246FECDB9,TXN-000001183,ACC-0000081,CUST-000042,AML005,Unusual cross-border activity,2026-01-01T00:00:00,2025-10-07T07:46:16,medium,20,Cross-border activity reached ratio 1.00 with 3 prior cross-border events in the window.,"{""count_threshold"":5,""current_cross_border_ratio"":1.0,""current_merchant_country"":""ZA"",""distinct_prior_countries"":3,""historical_customer_geography"":[""FR"",""IE"",""SG""],""prior_cross_border_count"":3,""ratio_threshold"":0.9,""window_days"":30}",open,True
AML-5486132492C145B8,TXN-000001183,ACC-0000081,CUST-000042,AML009,"KYC, PEP, sanctions, or watchlist exposure",2026-01-01T00:00:00,2025-10-07T07:46:16,high,32,Synthetic customer due-diligence or watchlist indicators require review.,"{""aml_watchlist_flag"":0,""customer_id"":""CUST-000042"",""kyc_status"":""Verified"",""pep_flag"":false,""sanctions_screening_status"":""Potential Match""}",open,True
AML-F20CD59970343389,TXN-000001183,ACC-0000081,CUST-000042,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-10-07T07:46:16,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""Mobile App"",""configured_high_risk_category"":true,""configured_high_risk_channel"":false,""historical_channels"":[""ATM"",""Branch"",""Mobile App"",""Online Banking"",""POS""],""historical_merchant_categories"":[""Cash Services"",""Crypto Exchange"",""Electronics"",""Entertainment"",""Grocery"",""Money Transfer"",""Travel"",""Utilities""],""merchant_category"":""Crypto Exchange"",""novel_pattern"":false}",open,True
AML-854C09AFF7F41349,TXN-000000124,ACC-0000009,CUST-000006,AML008,Device or session risk,2026-01-01T00:00:00,2025-10-07T09:40:09,medium,18,Device or session conditions observed: failed authentication.,"{""authentication_method"":""Biometric"",""device_id"":""DEV-000006-01"",""ip_country"":""AE"",""login_success"":false,""new_device_indicator"":0,""session_id"":""SES-00000021"",""session_risk_signal"":""Low"",""unusual_ip_geography"":false}",open,True
AML-0DE04A5BA1515153,TXN-000000124,ACC-0000009,CUST-000006,AML009,"KYC, PEP, sanctions, or watchlist exposure",2026-01-01T00:00:00,2025-10-07T09:40:09,high,32,Synthetic customer due-diligence or watchlist indicators require review.,"{""aml_watchlist_flag"":0,""customer_id"":""CUST-000006"",""kyc_status"":""Enhanced Due Diligence"",""pep_flag"":false,""sanctions_screening_status"":""Clear""}",open,True
AML-58CACF54258870A1,TXN-000000124,ACC-0000009,CUST-000006,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-10-07T09:40:09,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""ATM"",""configured_high_risk_category"":false,""configured_high_risk_channel"":true,""historical_channels"":[""ATM"",""Branch"",""Mobile App"",""Online Banking"",""POS""],""historical_merchant_categories"":[""Cash Services"",""Electronics"",""Entertainment"",""Money Transfer"",""Travel"",""Utilities""],""merchant_category"":""Grocery"",""novel_pattern"":false}",open,True
AML-F9026D3FC3D55EA1,TXN-000000125,ACC-0000009,CUST-000006,AML005,Unusual cross-border activity,2026-01-01T00:00:00,2025-10-08T02:19:13,medium,20,Cross-border activity reached ratio 1.00 with 2 prior cross-border events in the window.,"{""count_threshold"":5,""current_cross_border_ratio"":1.0,""current_merchant_country"":""IE"",""distinct_prior_countries"":2,""historical_customer_geography"":[""CA"",""GB""],""prior_cross_border_count"":2,""ratio_threshold"":0.9,""window_days"":30}",open,True
AML-A46068309C53168A,TXN-000000125,ACC-0000009,CUST-000006,AML008,Device or session risk,2026-01-01T00:00:00,2025-10-08T02:19:13,medium,18,"Device or session conditions observed: session risk, failed authentication.","{""authentication_method"":""Biometric"",""device_id"":""DEV-000006-02"",""ip_country"":""AE"",""login_success"":false,""new_device_indicator"":0,""session_id"":""SES-00000022"",""session_risk_signal"":""Medium"",""unusual_ip_geography"":false}",open,True
AML-A74D60FE3501739A,TXN-000000125,ACC-0000009,CUST-000006,AML009,"KYC, PEP, sanctions, or watchlist exposure",2026-01-01T00:00:00,2025-10-08T02:19:13,high,32,Synthetic customer due-diligence or watchlist indicators require review.,"{""aml_watchlist_flag"":0,""customer_id"":""CUST-000006"",""kyc_status"":""Enhanced Due Diligence"",""pep_flag"":false,""sanctions_screening_status"":""Clear""}",open,True
AML-68EB86E3EDAF3CF5,TXN-000000125,ACC-0000009,CUST-000006,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-10-08T02:19:13,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""Online Banking"",""configured_high_risk_category"":true,""configured_high_risk_channel"":true,""historical_channels"":[""ATM"",""Branch"",""Mobile App"",""Online Banking"",""POS""],""historical_merchant_categories"":[""Cash Services"",""Electronics"",""Entertainment"",""Grocery"",""Money Transfer"",""Travel"",""Utilities""],""merchant_category"":""Cash Services"",""novel_pattern"":false}",open,True
AML-3EC3F16F8E402432,TXN-000000912,ACC-0000062,CUST-000035,AML004,High-risk geography,2026-01-01T00:00:00,2025-10-08T02:52:13,medium,18,Transaction matched the synthetic geography condition: unexpected mismatch.,"{""configured_geography_classification"":""unexpected mismatch"",""cross_border_indicator"":true,""customer_country"":""ES"",""ip_country"":""GB"",""merchant_country"":""SG""}",open,True
AML-BFCB1975735B62C0,TXN-000000912,ACC-0000062,CUST-000035,AML005,Unusual cross-border activity,2026-01-01T00:00:00,2025-10-08T02:52:13,medium,20,Cross-border activity reached ratio 1.00 with 5 prior cross-border events in the window.,"{""count_threshold"":5,""current_cross_border_ratio"":1.0,""current_merchant_country"":""SG"",""distinct_prior_countries"":5,""historical_customer_geography"":[""BR"",""DE"",""FR"",""GB"",""TR""],""prior_cross_border_count"":5,""ratio_threshold"":0.9,""window_days"":30}",open,True
AML-07766BDDD59F4AE8,TXN-000000912,ACC-0000062,CUST-000035,AML008,Device or session risk,2026-01-01T00:00:00,2025-10-08T02:52:13,medium,18,"Device or session conditions observed: session risk, IP mismatch.","{""authentication_method"":""Password"",""device_id"":""DEV-000035-01"",""ip_country"":""GB"",""login_success"":true,""new_device_indicator"":0,""session_id"":""SES-00000137"",""session_risk_signal"":""Elevated"",""unusual_ip_geography"":true}",open,True
AML-EF8669E178B1FD82,TXN-000000912,ACC-0000062,CUST-000035,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-10-08T02:52:13,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""Online Banking"",""configured_high_risk_category"":false,""configured_high_risk_channel"":true,""historical_channels"":[""ATM"",""Branch"",""Mobile App"",""Online Banking"",""POS""],""historical_merchant_categories"":[""Cash Services"",""Crypto Exchange"",""Electronics"",""Entertainment"",""Grocery"",""Money Transfer"",""Travel"",""Utilities""],""merchant_category"":""Travel"",""novel_pattern"":false}",open,True
AML-55A65454957FA808,TXN-000000872,ACC-0000060,CUST-000034,AML004,High-risk geography,2026-01-01T00:00:00,2025-10-08T13:23:41,medium,18,Transaction matched the synthetic geography condition: unexpected mismatch.,"{""configured_geography_classification"":""unexpected mismatch"",""cross_border_indicator"":true,""customer_country"":""IE"",""ip_country"":""CA"",""merchant_country"":""AE""}",open,True
AML-9CB570A29E674ABD,TXN-000000872,ACC-0000060,CUST-000034,AML005,Unusual cross-border activity,2026-01-01T00:00:00,2025-10-08T13:23:41,medium,20,Cross-border activity reached ratio 1.00 with 4 prior cross-border events in the window.,"{""count_threshold"":5,""current_cross_border_ratio"":1.0,""current_merchant_country"":""AE"",""distinct_prior_countries"":3,""historical_customer_geography"":[""BR"",""TR"",""ZA""],""prior_cross_border_count"":4,""ratio_threshold"":0.9,""window_days"":30}",open,True
AML-41A4B7807860D806,TXN-000000872,ACC-0000060,CUST-000034,AML008,Device or session risk,2026-01-01T00:00:00,2025-10-08T13:23:41,medium,18,"Device or session conditions observed: session risk, IP mismatch.","{""authentication_method"":""Biometric"",""device_id"":""DEV-000034-02"",""ip_country"":""CA"",""login_success"":true,""new_device_indicator"":0,""session_id"":""SES-00000134"",""session_risk_signal"":""Elevated"",""unusual_ip_geography"":true}",open,True
AML-4F80A5585616DED2,TXN-000000872,ACC-0000060,CUST-000034,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-10-08T13:23:41,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""Online Banking"",""configured_high_risk_category"":true,""configured_high_risk_channel"":true,""historical_channels"":[""ATM"",""Branch"",""Mobile App"",""Online Banking"",""POS""],""historical_merchant_categories"":[""Cash Services"",""Crypto Exchange"",""Electronics"",""Entertainment"",""Grocery"",""Money Transfer"",""Travel"",""Utilities""],""merchant_category"":""Cash Services"",""novel_pattern"":false}",open,True
AML-A9B742CBE0B9AE10,TXN-000001462,ACC-0000101,CUST-000050,AML010,Unusual merchant or channel pattern,2026-01-01T00:00:00,2025-10-08T13:30:16,low,10,Merchant or channel activity matched a configured or novel pattern.,"{""channel"":""Online Banking"",""configured_high_risk_category"":false,""configured_high_risk_channel"":true,""historical_channels"":[""ATM"",""Branch"",""Mobile App"",""Online Banking"",""POS""],""historical_merchant_categories"":[""Cash Services"",""Electronics"",""Entertainment"",""Grocery"",""Travel"",""Utilities""],""merchant_category"":""Grocery"",""novel_pattern"":false}",open,True
